number,close_notes
INC1159462,Connected with Chris and validated that the wine demand overrides did not change after weekend run. Thus marking this ticket resolved.  The next update for wine demand overrides for international is expected in 2-3 months. Users/Chris to reopen this ticket if the behavior of reduction in wine demand override is observied in future
INC1158826,"issue- Demand daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1158825,"issue- Demand daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1158780,"issue- PPDS daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1158569,"Issue: Job failure

RCA: Delayed ticket. 
Fix: Ran the job manually and everything was processed"
INC1158567,"confirmed by Sam on closing.

She will open a new ticket if issure re-arises"
INC1158161,"Issue: KF not able to manually edit

Fix: Made changes in Roles assignment and KF permissions"
INC1157707,"issue- PPDS Daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1156637,"issue- PPDS Daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1156468,"The interface to bring in sales area data is working correctly. Business is aligning to correct master data value that should be setup in Source systems (Sales force and SAP). Once business aligns, the maitnained value would flow into IBP. Thus marking this ticket resolved."
INC1155491,"issue- PPDS daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1154098,"Jobs failed due SAP maintenance Downtime
 "
INC1153927,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1153926,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1153925,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1153917,"issue- PPDS Daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1153356,"issue- SHARED.BI-WEEKLY.WF failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1153299,"Issue: IBP Access

RCA: Planning Area assignment

Fix: Planning area assignment done. Confirmed by Kevin on closure"
INC1153074,The history is now visible in the system. The screenshots have been shared with user over email. Thus markign this ticket as complete. Please create a new ticket/email run team in case of any questions
INC1152885,"issue- PPDS daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1152572,Marketing exclusions have been added.
INC1151815,"issue- PPDS daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1151380,"Fix: Product heuristic was re-run manually by user and the extra planned order was deleted. Confirmed by Briana on Call that this is now resolved and can be closed
"
INC1150795,"issue- ppds daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1150568,"Robbie (UK) advised that adding CMIR will ""move"" the demand to the correct location.  Ticket can be closed.  Validation will occur next week.  "
INC1150105,"issue-ORI jobs failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1149655,Error due to SKU not extended to 1151 for advance planning. Master data team is updated with the same
INC1149191,"Variants for coastal plants were updated and now resemble the planning process to MOD plant. The issue of orders in initial weeks becoming unfixed is now resolved. For Week 5 orders, unfixing would continue as designed. In case any changes are required further, business to submit a demand."
INC1148016,"Error in Disagg Operator. 

Job triggered manually"
INC1148015,"Error in Disagg Operator

Jobs triggered Manually"
INC1148013,Jobs triggered manually after error in Disagg Operator
INC1148006,"Material 0484101OS does not exist for 1151 - Delete OBS Pegging job failed

subsequent jobs were triggered and finished"
INC1147579,"Variants for coastal plants were updated and now resemble the planning process to MOD plant. The issue of orders in initial weeks becoming unfixed is now resolved. For Week 5 orders, unfixing would continue as designed. In case any changes are required further, business to submit a demand."
INC1147183,"issue- PPDS Daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger."
INC1145827,"issue- PPDS daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger.
"
INC1145329,"As per the last communication, the orders are corrected in this week run. Thus closing the ticket as issue no longer exists. Please open a new ticket if you see reoccurance of any odd behavior"
INC1145276,As best solution would continue to update optimizer costs manually. All costs for all rework SKUs currently identified have been updated so far. I am closing this ticket
INC1145096,"issue- Supply Bi-weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1144832,
INC1144629,"issue- PPDS Daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1143736,"issue- Supply daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1143695,"issue- PPDS daile wf failed.
Root cause- Steps failed in Automic.
Fix- Manual re-trigger
"
INC1142782,Working as designed however calculations needs to be corrected.  Moving this to tech debt (ENHC0013864).  All details and examples are attached in ENCH.
INC1142408,"HCI Connection issue

Ran the job manually
"
INC1142314,"Issue: Forecast drop

RCA: Forecast overrides are not correct.

On Hold Reason: Forecast overrides were correctly maintained and Mandy confirmed on Teams on closure"
INC1142055,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1142054,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1142053,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1142051,"issue- ASPIRE.S4_BATCH PPDS  wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger"
INC1141361,Will be triggered manually
INC1140976,
INC1140269,"issue- Demand daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1140268,"issue- Demand daily wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1139848,"Made the required code changes to get the partially filled sales order
Tim confirmed over email, partially filled sales orders are now coming into IBP. Thus closing this incident"
INC1139841,"Issue: Base SKU 7191OS is causing over deployment to 1125 from 1151

Fix:  The costs have been manually updated for the rework SKU 7191DS and 7191DS1 to be same priority/value as 7191OS. This should resolve overdeployment issue. Meanwhile we would continue working on the systematic solution for cost optimization for overdeployment for all rework SKU

Confirmation received on email from Rajshree that this can be closed."
INC1138746,"As confirmed by Melissa, Mollie is good too close this ticket as the issue is not related to safety stock. It is timing issue with available inventory. "
INC1137622,Mode priority was incorrect. Correcting mode priority in PDS resolved the issue
INC1137086,"issue- Job failed in IBP
root cause- IBP maintenanace
Fix- jobs will be manually triggered"
INC1136970,"issue-Ori jobs werent triggered
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1136969,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger

"
INC1136965,"issue- Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1136660,Analysis on different results provided - root cause change in forecast from scheduled run. No further updates from user. Thus closing this ticket.
INC1136375,"Issue: Order creation error

Fix: Manually created order while on call. Sam confirmed on closure"
INC1136361,"Issue: Addition of Setup group to T426

Fix: Config change done and moved to prod."
INC1136182,"Issue: Missing Shipment History

Fix: Changes made and moved to production. this incident was created for the CR to be moved.
Closing child incident as Changes are now moved to production and Parent Incident: INC1034000 is under ""Pending Confirmation"""
INC1133996,"1. Master data team corrected marketing exclusions thus this issue is resolved
2.  This is a duplicate ticket. There is already a ticket open for this issue"
INC1133841,Closed by Caller
INC1131434,"Issue- ORI jobs arent triggered
Root cause - A step failed in previous group
Fix- ORI jobs will be manually triggered."
INC1131433,"Issue- Demand weekly WF was broken
Root cause - A step failed in previous group.
Fix- Jobs will be triggered manually.
"
INC1130551,"issue- Supply bi-weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1130535,"issue- Demand weekly ORI jobs werent triggered
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1130534,"issue- Supply Demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1130533,"issue- Supply demand weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger
"
INC1129784,Config Moved to production.
INC1129450,"issue- Supply bi-weekly wf failed
Root cause- Steps failed in Automic
Fix- Manual re-trigger"
INC1129331,Sent the note to the business team on the findings for mass conversion process. Closing the ticket as no further action is required on this ticket at this time
INC1129064,"Issue: ssue with Dark Horse Buttery Chardonnay SKU.

RCA: Wrong PM assigned to Product ID

Fix: Manual adjustment done and weekend master data refresh corrected the issue:"
INC1127920,No system issue found. Frozen horizon functionality was causing no plan to be generagted
INC1126955,"Issue- Supply bi-weekly WF failed
Root cause- A step in previous group failed
Fix- Manual re-trigger"
INC1126625,Being tracked as an enhancement
INC1125754,Explained the root cause of the not visible strike through line during fixing. However the fixing is working as checked on the couple of examples
INC1124872,"Issue: Job failure in Supply Weekly workflow

RCA: HCI Task (650) failed due to connection issue

Fix: Reran the job manually"
INC1124365,"Issue- Job failed In IBP
Root cause - System down due to Maintenance.
Fix- Jobs will be triggered manually."
INC1124358,"Issue- Job failed In IBP
Root cause - System down due to Maintenance.
Fix- Jobs will be triggered manually.
"
INC1124356,"Issue- ORI was not triggered
Root cause- Failure in previous group
Fix- ORI will be manually triggered."
INC1124355,"Issue- Demand purge WF was broken
Root cause- A step in previous group failed.
Fix- Jobs are manually triggered."
INC1124354,Re ran the job
INC1123449,"Issue- Supply Bi-weekly WF was broken
Root Cause- A step in a group failed
FIx- Manual Trigger.
"
INC1123437,"Issue: Batch Job Failure

RCA: JOB DMD1003 failed

Fix:Re-ran from the failed step onwards"
